title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,balcony_num,furnished,age,total_floors,latitude,longitude,locality_avg_price_per_sqft,distance_to_city_center,distance_to_nearest_transit
Sai Balaji Emrald,4900000,442,11085.972850678732,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.22271729,73.10041809,8695.406844172781,28.859215868777916,13.138482411979611
Sai Balaji Emrald,6400000,590,10847.457627118643,Dombivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22271729,73.10041809,8695.406844172781,28.859215868777916,13.138482411979611
Sai Balaji Emrald,5300000,490,10816.326530612245,Dombivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.22271729,73.10041809,8695.406844172781,28.859215868777916,13.138482411979611
Apex Green Wood,14672758,614,23897.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22286224,72.85883331,23461.194000487834,3.504113652077886,0.22449799779977592
Apex Green Wood,9092808,381,23865.63779527559,Borivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.22286224,72.85883331,23461.194000487834,3.504113652077886,0.22449799779977592
Alpine Primo,36905000,1210,30500.0,Andheri,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.12398529,72.8428421,26649.9922182252,1.8144040303772002,0.22338317704095925
Vihang Capital,5900000,430,13720.93023255814,Thane,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.2663269,72.9592514,16239.029686566906,14.031800972174675,1.6922070493222312
Arkade Crown,47888928,1289,37152.0,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,41387328,1114,37152.0,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,26303616,708,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,25894944,697,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,27195264,732,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,26749440,720,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,25709184,692,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,42799104,1152,37152.0,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,24408864,657,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,25226208,679,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,44433792,1196,37152.0,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,39529728,1064,37152.0,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,27789696,748,37152.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Arkade Crown,39752640,1070,37152.0,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.23863792,72.85451508,23461.194000487834,3.060137524698966,0.22990646563682912
Apex Green Wood,14672758,614,23897.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22286224,72.85883331,23461.194000487834,3.504113652077886,0.22449799779977592
Apex Green Wood,9092808,381,23865.63779527559,Borivali,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.22286224,72.85883331,23461.194000487834,3.504113652077886,0.22449799779977592
Alpine Primo,36905000,1210,30500.0,Andheri,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.12398529,72.8428421,26649.9922182252,1.8144040303772002,0.22338317704095925
Alpine Primo,31049000,1018,30500.0,Andheri,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.12398529,72.8428421,26649.9922182252,1.8144040303772002,0.22338317704095925
Alpine Primo,32025000,1050,30500.0,Andheri,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.12398529,72.8428421,26649.9922182252,1.8144040303772002,0.22338317704095925
D D Om Makarand Heights,8532427,379,22513.0,Ghatkopar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.08858871,72.91428375,24024.120001005085,9.303732199100047,0.6498177090213814
D D Om Makarand Heights,9207817,409,22513.0,Ghatkopar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.08858871,72.91428375,24024.120001005085,9.303732199100047,0.6498177090213814
D D Om Makarand Heights,8802583,391,22513.0,Ghatkopar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.08858871,72.91428375,24024.120001005085,9.303732199100047,0.6498177090213814
D D Om Makarand Heights,12066968,536,22513.0,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08858871,72.91428375,24024.120001005085,9.303732199100047,0.6498177090213814
Tricity Montview,21395612,644,33223.0,Sanpada,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.05898094,73.01092529,21797.216052311847,19.46218079610889,3.750860550964201
Goodwill Wisteria,71599999,2292,31239.092059336825,Vashi,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.06329918,73.00029755,19928.611429566165,18.34480720525399,2.636944666664338
Goodwill Wisteria,50499994,1605,31464.170716510904,Vashi,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.06329918,73.00029755,19928.611429566165,18.34480720525399,2.636944666664338
Goodwill Wisteria,37099999,1169,31736.52609067579,Vashi,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.06329918,73.00029755,19928.611429566165,18.34480720525399,2.636944666664338
Goodwill Wisteria,62599994,1992,31425.699799196787,Vashi,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.06329918,73.00029755,19928.611429566165,18.34480720525399,2.636944666664338
Kalpataru Primera,12600000,695,18129.4964028777,Thane,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22491837,72.98363495,16239.029686566906,16.59132484949045,0.8784927749983339
Adani Adani The Views Tower A B,27500000,801,34332.084893882646,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08897018,72.91618347,24024.120001005085,9.503375875928747,0.8494424674140728
Adani Adani The Views Tower A B,18500000,576,32118.055555555555,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08897018,72.91618347,24024.120001005085,9.503375875928747,0.8494424674140728
Adani Adani The Views Tower A B,37200000,1022,36399.21722113503,Ghatkopar,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.08897018,72.91618347,24024.120001005085,9.503375875928747,0.8494424674140728
Adani Adani The Views Tower A B,23800000,745,31946.30872483221,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08897018,72.91618347,24024.120001005085,9.503375875928747,0.8494424674140728
Adani Adani The Views Tower A B,30900000,929,33261.57158234661,Ghatkopar,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.08897018,72.91618347,24024.120001005085,9.503375875928747,0.8494424674140728
Adani Adani The Views Tower A B,22300000,634,35173.50157728707,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08897018,72.91618347,24024.120001005085,9.503375875928747,0.8494424674140728
Piramal Revanta,33700000,1054,31973.434535104363,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,1,1,19.16602707,72.93453979,22725.13606971763,11.433701625768048,2.7820226832902186
Piramal Revanta,19700000,660,29848.484848484848,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,1,1,19.16602707,72.93453979,22725.13606971763,11.433701625768048,2.7820226832902186
Wadhwa Atmosphere Phase 1,22260000,742,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,20910000,697,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,19920000,664,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,19890000,663,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,19830000,661,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,28890000,963,30000.0,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,30510000,1017,30000.0,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,24630000,821,30000.0,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,21600000,720,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,20550000,685,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,21750000,725,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,21690000,723,30000.0,Mulund,Mumbai,Apartment,2,2,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,23430000,781,30000.0,Mulund,Mumbai,Apartment,3,3,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Wadhwa Atmosphere Phase 1,19410000,647,30000.0,Mulund,Mumbai,Apartment,1,1,0,Unfurnished,5,1,19.15857124,72.94791412,22725.13606971763,12.838459824666447,2.876761264281098
Gurukrupa Ugam,11438860,420,27235.380952380958,Ghatkopar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.08686066,72.91500092,24024.120001005085,9.37906844291713,0.7251653601109017
Gurukrupa Ugam,15784120,580,27214.0,Ghatkopar,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.08686066,72.91500092,24024.120001005085,9.37906844291713,0.7251653601109017
Gurukrupa Ugam,11269045,414,27219.9154589372,Ghatkopar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.08686066,72.91500092,24024.120001005085,9.37906844291713,0.7251653601109017
JSB Nakshatra Aazstha,4698788,398,11806.0,Vasai,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.39190292,72.84085083,8117.692607254204,1.775676725927567,0.6555270841203392
JSB Nakshatra Aazstha,4915008,414,11872.0,Vasai,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.39190292,72.84085083,8117.692607254204,1.775676725927567,0.6555270841203392
JSB Nakshatra Aazstha,3699862,314,11783.0,Vasai,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.39190292,72.84085083,8117.692607254204,1.775676725927567,0.6555270841203392
JSB Nakshatra Aazstha,5877756,516,11391.0,Vasai,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.39190292,72.84085083,8117.692607254204,1.775676725927567,0.6555270841203392
JSB Nakshatra Aazstha,3899902,323,12074.0,Vasai,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.39190292,72.84085083,8117.692607254204,1.775676725927567,0.6555270841203392
Sheth Codename Younique,44255826,1353,32709.40576496674,Sion,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.04315567,72.87034607,32560.23155723729,4.685045356487155,1.4790027279561093
Sheth Codename Younique,53442898,1634,32706.791921664622,Sion,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.04315567,72.87034607,32560.23155723729,4.685045356487155,1.4790027279561093
Sheth Codename Younique,20078544,614,32701.211726384365,Sion,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04315567,72.87034607,32560.23155723729,4.685045356487155,1.4790027279561093
Sheth Codename Younique,26860483,821,32716.788063337397,Sion,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.04315567,72.87034607,32560.23155723729,4.685045356487155,1.4790027279561093
Shree Krishna Aawas Deep,1800000,555,3243.243243243244,Badlapur,Mumbai,Apartment,1,2,1,Unfurnished,2,1,19.15189743,73.26673126,4145.485721225118,46.341624644250004,30.609002632411666
Gurukrupa Darshanam,17738888,721,24603.173370319,Vikhroli,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.09118271,72.92086029,20625.2289315546,9.994889775750837,1.3408987928564662
Gurukrupa Darshanam,15499994,630,24603.16507936508,Vikhroli,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.09118271,72.92086029,20625.2289315546,9.994889775750837,1.3408987928564662
Gurukrupa Darshanam,9876114,409,24146.977995110024,Vikhroli,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.09118271,72.92086029,20625.2289315546,9.994889775750837,1.3408987928564662
Gurukrupa Darshanam,9200000,381,24146.981627296587,Vikhroli,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.09118271,72.92086029,20625.2289315546,9.994889775750837,1.3408987928564662
Tharwani Ariana,4200000,990,4242.424242424242,Ambernath,Mumbai,Apartment,2,2,2,Semi-Furnished,1,1,19.1853447,73.22801208,4635.154243586454,42.268785166616986,26.53957628551783
SMGK Urbana Heights,14829322,502,29540.482071713148,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13925552,72.84151459,23019.519935055843,1.6820943989038868,0.1906701434516648
SMGK Urbana Heights,16926696,573,29540.48167539267,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13925552,72.84151459,23019.519935055843,1.6820943989038868,0.1906701434516648
SMGK Urbana Heights,14061269,476,29540.48109243697,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13925552,72.84151459,23019.519935055843,1.6820943989038868,0.1906701434516648
SMGK Urbana Heights,13500000,457,29540.48140043764,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13925552,72.84151459,23019.519935055843,1.6820943989038868,0.1906701434516648
SMGK Urbana Heights,14179431,480,29540.48125,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13925552,72.84151459,23019.519935055843,1.6820943989038868,0.1906701434516648
Avant Group Mumbai Avant Heritage V,9900000,423,23404.25531914893,Jogeshwari,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.13829613,72.8575058,23019.519935055843,3.347343951308914,0.19829410909876344
Avant Group Mumbai Avant Heritage V,12900000,549,23497.26775956284,Jogeshwari,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.13829613,72.8575058,23019.519935055843,3.347343951308914,0.19829410909876344
Godrej Reserve,21657840,820,26412.0,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.19845009,72.87049866,21421.20416326041,4.71698858242571,1.450218103594745
Godrej Reserve,51503400,1950,26412.0,Kandivali,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.19845009,72.87049866,21421.20416326041,4.71698858242571,1.450218103594745
Godrej Reserve,38297400,1450,26412.0,Kandivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.19845009,72.87049866,21421.20416326041,4.71698858242571,1.450218103594745
Viva City A2,3800000,740,5135.135135135135,Virar,Mumbai,Apartment,2,2,0,Unfurnished,3,1,19.46188164,72.77765656,7178.413338932816,5.142473173857125,5.220775072487191
 ,8800000,565,15575.221238938051,Thane,Mumbai,Apartment,1,1,0,Furnished,0,1,19.19791603,72.97476196,16239.029686566906,15.659182288765264,0.06112542370015617
 ,3200000,351,9116.809116809116,Virar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.46188164,72.77765656,7178.413338932816,5.142473173857125,5.220775072487191
Dolphin Sunflower Apartment,2500000,402,6218.905472636816,Taloja,Mumbai,Apartment,1,1,0,Unfurnished,8,1,19.07429886,73.11659241,7670.1445991694245,30.56906278889938,14.844960600819542
 ,19500000,1200,16250.0,Nerul,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,19.0361557,73.02042389,23605.69583376626,20.46180026448492,4.749904054621989
Reputed Builder Gurudarshan Apartment,9000000,480,18750.0,Ghatkopar,Mumbai,Apartment,1,1,0,Semi-Furnished,0,1,19.09126663,72.90485382,24024.120001005085,8.312872774138102,0.13082490889089132
 ,2300000,415,5542.168674698795,Panvel,Mumbai,Apartment,1,1,0,Unfurnished,8,1,18.94964027,73.14614105,11297.020699625438,33.687304527580636,17.96017545620116
 ,4900000,450,10888.888888888889,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.97902107,73.0478363,9409.086176283141,23.347424377040916,7.633004866447624
 ,6000000,660,9090.90909090909,Rabale,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.14167786,72.99793243,6890.587126213182,18.09397993756374,2.378699453507282
 ,4900000,450,10888.888888888889,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.97902107,73.0478363,9409.086176283141,23.347424377040916,7.633004866447624
 ,4900000,450,10888.888888888889,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.97902107,73.0478363,9409.086176283141,23.347424377040916,7.633004866447624
 ,4900000,450,10888.888888888889,Ulwe,Mumbai,Apartment,1,1,0,Unfurnished,0,1,18.97902107,73.0478363,9409.086176283141,23.347424377040916,7.633004866447624
 ,21000000,600,35000.0,Dadar,Mumbai,Apartment,1,2,0,Furnished,0,1,19.01725769,72.83943939,40181.812638657364,1.4363791068727219,0.14170070588413236
 ,4560000,829,5500.603136308806,Kalyan,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.2226181,73.13422394,7719.080656201294,32.410897714695025,16.688299437534262
 ,2300000,325,7076.923076923077,Vasai,Mumbai,Apartment,1,1,0,Unfurnished,7,1,19.35926056,72.80134583,8117.692607254204,2.674497905200235,2.7592005173388676
Royal Palms Crystal Isle 2,12000000,1090,11009.174311926605,Goregaon,Mumbai,Apartment,2,2,0,Unfurnished,13,1,19.1523056,72.88441467,21215.129935620243,6.169796403578959,0.15494564393261817
Happy Gagangiri Vihar Complex,3000000,909,3300.3300330033003,Khopoli,Mumbai,Apartment,2,2,0,Unfurnished,2,1,18.78737259,73.35256958,5706.947552411831,55.423422805251064,39.675390209238515
Aishwarya Nehru Nagar Nishigandha CHS Ltd,10500000,700,15000.0,Kurla,Mumbai,Apartment,1,2,0,Unfurnished,4,1,19.06078148,72.8828125,20662.273103319876,5.995780694898789,0.17882427549641144
 ,6000000,880,6818.181818181818,Vichumbe,Mumbai,Apartment,2,2,0,Semi-Furnished,0,1,18.98163986,73.13386536,5592.409227157367,32.39324330294115,16.667339461059377
Goodwill Gardens,12500000,968,12913.223140495867,Kharghar,Mumbai,Apartment,2,2,0,Unfurnished,17,1,19.03352737,73.06920624,12891.743625541032,25.5905603942311,9.870900824675331
 ,20000000,1500,13333.333333333334,Vashi,Mumbai,Independent House,2,2,0,Semi-Furnished,0,1,19.0761013,73.00013733,19928.611429566165,18.327506252186126,2.617941734064623
Pardis Shingadia,22500000,812,27709.35960591133,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.04553223,72.889534,24174.11443543407,6.701776270780746,0.5316723032461854
Swaraj Homes Subhashree Apartment,59000000,1020,57843.13725490196,Dadar,Mumbai,Apartment,3,2,0,Furnished,0,1,19.0097599,72.83075714,40181.812638657364,0.525549497681298,0.48226742453125127
 ,51000000,1105,46153.84615384616,Dadar,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.02011108,72.83763123,40181.812638657364,1.246993677946862,0.2901706459457688
Qualitas La Queen,8500000,1100,7727.272727272727,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.96507645,73.02433777,9409.086176283141,20.877402788199987,5.171112369677388
Shiv Empire,9300000,1140,8157.894736842105,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,0,1,18.98432541,73.02806854,9409.086176283141,21.2684851531036,5.558847818080254
Shreenathji Mayuresh Delta,20000000,1850,10810.81081081081,Ulwe,Mumbai,Apartment,3,2,0,Unfurnished,5,1,18.97058678,73.01391602,9409.086176283141,19.78116169071585,4.079503718522798
Tapovan Aura,10800000,1150,9391.304347826086,Ulwe,Mumbai,Apartment,2,2,0,Unfurnished,2,1,18.97119522,73.01535034,9409.086176283141,19.931949354431204,4.2293435259451675
Stans 95 West,6100000,528,11553.030303030304,Malad,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.18478775,72.81993866,21057.64170268546,0.7383431413233295,0.837527700543395
Saptashree Heights,8700000,603,14427.860696517411,Thane,Mumbai,Apartment,1,1,0,Unfurnished,6,1,19.22823143,72.97959137,16239.029686566906,16.16667038547366,0.4580443793480878
 ,5500000,630,8730.15873015873,Kasaradavali Thane,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.27029419,72.96857452,9266.094768067547,15.010655050244976,0.7248670414631233
Raheja Solaris,9500000,600,15833.333333333334,Sanpada,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.05088043,73.01452637,21797.216052311847,19.841096712336828,4.129513426270987
Reputed Builder Apsara Building,5600000,1175,4765.95744680851,Vashi,Mumbai,Apartment,2,2,0,Unfurnished,18,1,19.23062325,72.96738434,19928.611429566165,14.884740432546725,0.8357000038512964
DB Woods,65000000,2200,29545.454545454544,Goregaon,Mumbai,Apartment,4,4,0,Semi-Furnished,9,1,19.17182732,72.87014008,21215.129935620243,4.6753396183589695,1.4159471420886467
 ,35000000,1700,20588.235294117647,Kandivali,Mumbai,Apartment,4,4,0,Furnished,0,1,19.2034874,72.84759521,21421.20416326041,2.332776030894991,0.18280474044160752
Swanand Bliss,2695000,695,3877.697841726618,Ambernath,Mumbai,Apartment,1,2,0,Unfurnished,0,1,19.19135857,73.17700195,4635.154243586454,36.90808547481799,21.182158593571682
 ,18000000,2200,8181.818181818182,Kharghar,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.05103302,73.07635498,12891.743625541032,26.340909297635545,10.620234768270413
Bhagwati Greens 1,14000000,2200,6363.636363636364,Kharghar,Mumbai,Apartment,3,3,0,Semi-Furnished,0,1,19.06884384,73.06957245,12891.743625541032,25.626729179950978,9.90649800356715
H Rishabraj Aradhana,15400000,591,26057.529610829104,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23098946,72.84606934,23461.194000487834,2.1869038460199373,0.22920882168407777
H Rishabraj Aradhana,16700000,642,26012.46105919003,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.23098946,72.84606934,23461.194000487834,2.1869038460199373,0.22920882168407777
Godrej Reserve,29581440,1120,26412.0,Kandivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.19845009,72.87049866,21421.20416326041,4.71698858242571,1.450218103594745
Godrej Reserve,19809000,750,26412.0,Kandivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.19845009,72.87049866,21421.20416326041,4.71698858242571,1.450218103594745
Mayfair Virar Gardens Building No 23 24 And 25,3699000,363,10190.0826446281,Virar,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.4446125,72.80041504,7178.413338932816,2.816992117454898,2.904391032033423
Pranav Jamuna Mahal CHSL,46600862,1078,43229.0,Santacruz,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.08337021,72.84326935,31899.615859543188,1.8483539025472793,0.18370311999574654
Pranav Jamuna Mahal CHSL,36916461,842,43843.77790973872,Santacruz,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.08337021,72.84326935,31899.615859543188,1.8483539025472793,0.18370311999574654
Pranav Jamuna Mahal CHSL,42255000,939,45000.0,Santacruz,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.08337021,72.84326935,31899.615859543188,1.8483539025472793,0.18370311999574654
Paradigm Paradigm Anantaara,38422600,1241,30960.999194198223,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.22324944,72.84304047,23461.194000487834,1.8744932903757365,0.41249648283107904
Paradigm Paradigm Anantaara,34831124,1125,30960.999111111112,Borivali,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.22324944,72.84304047,23461.194000487834,1.8744932903757365,0.41249648283107904
Paradigm Paradigm Anantaara,24768800,800,30961.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22324944,72.84304047,23461.194000487834,1.8744932903757365,0.41249648283107904
Paradigm Paradigm Anantaara,21672700,700,30961.0,Borivali,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.22324944,72.84304047,23461.194000487834,1.8744932903757365,0.41249648283107904
Real Gami and Jaydeep Estella,24500000,950,25789.473684210527,Chembur,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.05825996,72.90107727,24174.11443543407,7.915272226432517,0.5299503718302612
Real Gami and Jaydeep Estella,15800000,605,26115.702479338845,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.05825996,72.90107727,24174.11443543407,7.915272226432517,0.5299503718302612
Real Gami and Jaydeep Estella,27000000,1045,25837.32057416268,Chembur,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.05825996,72.90107727,24174.11443543407,7.915272226432517,0.5299503718302612
Real Gami and Jaydeep Estella,24800000,955,25968.58638743456,Chembur,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.05825996,72.90107727,24174.11443543407,7.915272226432517,0.5299503718302612
Shubham Trident Sundew Sunrise And Sunglow,46400000,1290,35968.992248062015,Chembur,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.05471992,72.90502167,24174.11443543407,8.329808806032847,0.15956448940814885
Real Gami and Jaydeep Estella,11500000,475,24210.526315789477,Chembur,Mumbai,Apartment,1,1,0,Unfurnished,0,1,19.05825996,72.90107727,24174.11443543407,7.915272226432517,0.5299503718302612
Shubham Trident Sundew Sunrise And Sunglow,23000000,640,35937.5,Chembur,Mumbai,Apartment,2,2,0,Unfurnished,0,1,19.05471992,72.90502167,24174.11443543407,8.329808806032847,0.15956448940814885
Real Gami and Jaydeep Estella,27200000,1054,25806.451612903227,Chembur,Mumbai,Apartment,3,3,0,Unfurnished,0,1,19.05825996,72.90107727,24174.11443543407,7.915272226432517,0.5299503718302612
Shubham Trident Sundew Sunrise And Sunglow,45000000,1250,36000.0,Chembur,Mumbai,Apartment,4,4,0,Unfurnished,0,1,19.05471992,72.90502167,24174.11443543407,8.329808806032847,0.15956448940814885
